Player,Nation,Position,Team,Age,Matches,Minutes,YellowCards,RedCards,Goals,PKGoals,PKAttempts,Assists,OwnGoals,PassAttempted,PassCompleted,AerialsWon,AerialsLost,AerialsWonPerc,Tackles,TacklesWon,Clearances,FoulsCommitted,PKConceded,Shots,ShotsTarget,FoulsDrawn,Crosses,PKWon
Adri Embarba,ESP,FWMF,Almería,30,16,786,0.57,0.11,1,0,0,0.34,0,35.3,22.2,0.57,2.18,20.8,3.79,1.84,0.34,1.38,0,2.53,0.92,1.49,8.05,0
Adri Embarba,ESP,FW,Espanyol,30,1,35,0,0,0,0,0,0,0,15,10,0,2.5,0,2.5,0,0,2.5,0,5,0,2.5,5,0
Youssef En-Nesyri,MAR,FW,Sevilla,25,17,741,0.12,0,3,0,0,0,0,14.4,9.15,2.8,4.63,37.7,1.22,0.85,0.85,0.37,0,3.17,1.46,0.24,0.49,0
Gonzalo Escalante,ARG,MF,Cádiz,29,3,210,0.43,0,2,0,0,0,0,46.5,37.8,3.04,2.17,58.3,2.17,1.3,1.74,1.74,0,2.17,0.87,0.87,0.43,0
Sergio Escudero,ESP,DF,Valladolid,33,10,767,0.24,0,0,0,0,0,0,44.5,32.4,1.53,1.29,54.2,2.59,1.76,3.06,1.06,0,1.41,0.47,0.94,2.82,0
Alfonso Espino,URU,DF,Cádiz,31,21,1772,0.25,0,0,0,0,0.15,0,42.7,27.5,0.76,0.96,44.1,2.74,1.62,2.74,1.47,0.1,0.56,0.05,0.91,2.44,0
Bernardo Espinosa,COL,DF,Girona,33,13,842,0.32,0,0,0,0,0.11,0,59.4,52.2,3.83,1.28,75,0.43,0,4.36,0.74,0.11,0.64,0.32,0.64,0,0
Edu Expósito,ESP,MF,Espanyol,26,18,927,0.19,0,2,0,0,0.19,0,35,25.4,1.07,1.07,50,2.52,1.55,1.55,1.26,0,1.26,0.58,1.94,2.62,0
Nicolás Ezequiel Fernández,ARG,MFDF,Elche,23,9,311,0.57,0,0,0,0,0,0.29,36.9,28,0,0.86,0,4.57,2.57,0.57,1.71,0,0.29,0.29,1.71,3.43,0
Abdessamad Ezzalzouli,MAR,FWMF,Osasuna,21,14,588,0.46,0.15,0,0,0,0.31,0,33.7,22.9,0.15,0.31,33.3,2.31,1.54,0.46,2.15,0,2.15,0.62,2.46,3.23,0
Radamel Falcao,COL,FWMF,Rayo Vallecano,37,17,470,0.58,0,2,0.19,0.19,0,0,21.9,16.9,2.88,3.27,46.9,0.58,0.58,1.73,2.5,0,2.88,0.77,1.92,0,0
Fali,ESP,DFMF,Cádiz,29,14,914,0.39,0,0,0,0,0,0,31.7,24.3,1.76,1.18,60,1.37,0.78,4.41,0.78,0,0.39,0,1.08,0,0
Mamadou Fall,SEN,DF,Villarreal,20,1,30,0,0,0,0,0,0,0,53.3,43.3,0,0,0,0,0,3.33,3.33,0,0,0,0,3.33,0
Ansu Fati,ESP,FW,Barcelona,20,20,778,0.23,0,3,0,0,0.35,0,38.7,32.6,0.47,0.93,33.3,1.16,0.7,0.58,1.05,0,4.3,1.16,0.93,0.47,0
Zouhair Feddal,MAR,DF,Valladolid,34,8,375,0.24,0,0,0,0,0,0,47.9,37.9,1.43,1.67,46.2,0.95,0.48,6.43,0.95,0.24,0.24,0,0.48,0.24,0
Nabil Fekir,FRA,MF,Betis,29,13,781,0.46,0.11,2,0.11,0.11,0.23,0,44.8,35.2,0.8,1.03,43.8,0.92,0.34,0,1.95,0,2.18,0.46,3.91,4.48,0.11
Felipe,BRA,DF,Atlético Madrid,33,3,194,0,0,0,0,0,0,0,60,55,2.73,2.73,50,1.36,0.91,3.18,1.82,0,0.45,0,1.36,0,0
Luiz Felipe,ITA,DF,Betis,25,11,772,0.12,0.35,0,0,0,0,0,47.2,40.5,1.28,1.05,55,1.86,1.16,5,0.7,0,0.23,0.12,0.47,0,0
João Félix,POR,FWMF,Atlético Madrid,23,14,650,0.69,0,4,0,0,0.42,0,31.7,23.8,0.97,1.11,46.7,1.39,0.97,0.28,2.22,0,3.61,1.67,3.19,1.11,0
Kiko Femenía,ESP,DF,Villarreal,32,14,893,0,0,0,0,0,0,0,60.7,51.6,0.81,0.3,72.7,0.81,0.51,1.92,0.61,0,0,0,0.81,2.53,0
Aitor Fernández,ESP,GK,Osasuna,31,10,900,0.1,0,0,0,0,0,0,38.8,25.6,0.2,0,100,0.1,0.1,0.9,0,0,0,0,0,0,0
Álex Fernández,ESP,MFFW,Cádiz,30,19,1228,0,0,3,0.07,0.07,0,0,40.4,34.3,0.66,1.32,33.3,0.88,0.44,1.03,0.22,0,0.88,0.51,0.88,1.62,0
Álvaro Fernández,ESP,GK,Espanyol,24,10,900,0,0,0,0,0,0,0,31.6,20.5,0.2,0.1,66.7,0,0,0.7,0,0,0,0,0.2,0,0
Carlos Fernández,ESP,FW,Real Sociedad,26,10,256,0.71,0,0,0,0,0,0,24.6,15.7,3.57,2.5,58.8,0.71,0.71,0.71,2.86,0,2.5,1.07,2.14,0,0
Federico Fernández,ARG,DF,Elche,33,1,90,0,0,0,0,0,0,0,14,8,1,2,33.3,1,1,12,0,0,0,0,0,0,0
Joaquín Fernández,ESP,DF,Valladolid,26,16,1315,0.21,0,1,0,0,0,0,43.3,35.8,2.33,1.3,64.2,1.3,1.23,4.38,0.68,0,0.55,0.07,0.41,0,0
Fernando,ESP,GK,Almería,32,20,1800,0.05,0,0,0,0,0,0,36.6,26.3,0,0,0,0,0,0.55,0,0,0,0,0.2,0,0
Fernando,BRA,MFDF,Sevilla,35,13,971,0.19,0,0,0,0,0,0,57,51,0.56,0.83,40,2.13,1.48,1.67,1.11,0,0.28,0,0.65,0.19,0
Fidel,ESP,FWMF,Elche,33,10,405,0.67,0,0,0,0,0.22,0,37.6,22.9,0.22,0.22,50,1.11,0.67,0.22,0.67,0,0.44,0,1.33,4.89,0
Dimitri Foulquier,FRA,DFMF,Valencia,29,15,665,0.27,0,0,0,0,0.14,0,44.6,31.5,1.35,1.35,50,2.43,1.62,1.76,2.3,0,0.27,0,0.68,3.38,0
Juan Foyth,ARG,DF,Villarreal,25,9,631,0.29,0,1,0,0,0,0,57.3,50,0.86,0.43,66.7,3.29,1.86,3.14,1.71,0.14,0.43,0.29,0.57,0.43,0
Iván Fresneda,ESP,DF,Valladolid,18,10,769,0.12,0,0,0,0,0,0,54.7,43.8,0.47,0.82,36.4,3.41,2.24,3.18,0.82,0,0.12,0,1.41,3.06,0
Javi Galán,ESP,DF,Celta Vigo,28,20,1720,0.1,0,0,0,0,0.05,0,58.5,44.8,0.89,0.68,56.7,2.98,2.09,1.41,1.52,0,0.37,0,2.09,4.29,0
Iñigo Ruiz de Galarreta,ESP,MF,Mallorca,29,17,1303,0.41,0,0,0,0,0,0,45.7,37.9,0.34,0.76,31.3,2.41,1.79,1.03,2.14,0,0.48,0.14,1.59,1.86,0
Aleix García,ESP,MF,Girona,25,21,1831,0.05,0,0,0,0,0.2,0,65.2,54.7,0.44,0.25,64.3,1.33,0.54,1.13,0.59,0,1.23,0.54,1.28,7.09,0
Álvaro García,ESP,FWMF,Rayo Vallecano,30,18,1482,0.18,0,4,0,0,0.12,0,31.8,20.5,0.3,0.24,55.6,1.88,1.03,0.85,1.27,0,1.45,0.85,0.91,5.03,0.06
Borja García,ESP,FWMF,Girona,32,3,138,0,0,1,0,0,0,0,24,22.7,0.67,0,100,1.33,0.67,1.33,0,0,2,2,1.33,0.67,0
Carlos García,ESP,DF,Cádiz,22,1,25,0,0,0,0,0,3.33,0,80,66.7,3.33,0,100,0,0,6.67,0,0,0,0,0,0,0
Dani García,ESP,MF,Athletic Club,32,13,595,0.3,0,0,0,0,0.15,0,47.6,37.3,0.76,1.21,38.5,2.27,1.36,1.82,2.12,0,0.3,0,1.36,0.45,0
David García,ESP,DF,Osasuna,28,18,1579,0.34,0.06,1,0,0,0,0,44.7,36.1,2.57,1.26,67.2,1.43,0.74,5.49,1.83,0.06,0.46,0.11,0.69,0.06,0
Eric García,ESP,DF,Barcelona,22,11,743,0.24,0,1,0,0,0,0,78.7,71.8,0.96,0.96,50,2.05,1.33,1.57,1.45,0.12,0.36,0.12,0.12,0,0
Francisco Garcia,ESP,DF,Rayo Vallecano,23,20,1787,0,0,0,0,0,0.1,0,56.7,45.5,0.2,0.55,26.7,1.91,1.16,1.41,0.65,0.1,0.9,0.3,0.65,4.32,0
Raúl García,ESP,FWMF,Athletic Club,36,20,565,0.16,0,1,0,0,0.32,0,27.6,17.3,1.75,3.02,36.7,1.43,0.95,1.27,1.43,0,4.92,0.79,2.06,1.11,0
Rubén García,ESP,MFFW,Osasuna,29,17,625,0.29,0,1,0,0,0.29,0,47.8,35.9,1.01,2.9,25.9,1.45,0.43,1.3,1.3,0,1.88,0.14,1.16,5.94,0
Unai García,ESP,DF,Osasuna,31,16,1271,0.43,0.07,0,0,0,0.07,0,42.1,32.7,1.84,1.49,55.3,1.06,0.5,3.48,1.21,0.07,0.28,0.07,0.14,0.14,0
Felix Garreta,ESP,DF,Betis,18,1,90,0,0,0,0,0,0,0,40,34,1,1,50,1,0,4,2,0,0,0,1,0,0
Sékou Gassama,SEN,FW,Valladolid,27,1,36,0,0,0,0,0,0,0,22.5,17.5,5,5,50,0,0,0,2.5,0,5,0,0,0,0
Gavi,ESP,MFFW,Barcelona,18,20,1268,0.28,0,1,0,0,0.14,0,47,40.5,1.7,0.99,63.2,1.84,1.28,0.71,3.4,0,0.92,0.21,2.06,1.7,0
Paulo Gazzaniga,ARG,GK,Girona,31,11,990,0.09,0,0,0,0,0,0,38.3,28.9,0.09,0,100,0,0,0.45,0,0,0,0,0.45,0,0
Óscar Gil,ESP,DF,Espanyol,25,16,1265,0.35,0,0,0,0,0.07,0,36.9,28.7,0.5,1.49,25,2.48,1.28,1.84,1.77,0,0.43,0.14,1.35,1.63,0
Álvaro Giménez,ESP,FW,Cádiz,31,1,17,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,5,0,0,0,5,0,0
Dani Gómez,ESP,MFFW,Espanyol,24,7,76,2.5,0,0,0,0,0,0,16.3,11.3,1.25,0,100,2.5,1.25,0,2.5,0,0,0,2.5,2.5,0
Maxi Gómez,URU,FW,Valencia,26,3,108,0,0,0,0,0,0,0,11.7,7.5,1.67,5,25,0,0,1.67,3.33,0,2.5,0,2.5,0,0
Moi Gómez,ESP,MFFW,Osasuna,28,20,1641,0.16,0,1,0,0,0.11,0,55,45.8,0.27,0.99,21.7,0.82,0.55,0.16,0.55,0,0.6,0.22,1.04,4.56,0
Papu Gómez,ARG,MFFW,Sevilla,34,13,670,0.54,0,0,0,0,0.14,0,52.2,45.5,0.27,0.41,40,0.68,0.54,0.68,0.54,0.14,2.16,0.81,1.89,3.38,0
Sergi Gómez,ESP,DF,Espanyol,30,14,1127,0.08,0.08,0,0,0,0,0,43.2,37.2,1.2,1.52,44.1,1.04,0.48,5.36,0.48,0,0.16,0,0.32,0.16,0
Diego González,ESP,DF,Elche,28,11,726,0.37,0,0,0,0,0,0,38.8,31,1.85,0.62,75,1.23,0.74,4.32,1.73,0,0.62,0,0.62,0.12,0
Édgar González,ESP,DF,Betis,25,16,1145,0.39,0.08,0,0,0,0,0,46.8,41.6,2.76,1.34,67.3,1.18,0.87,5.98,1.1,0,0.39,0.08,0.71,0,0
Giovanni González,URU,DF,Mallorca,28,8,521,0.52,0,0,0,0,0.34,0,39.1,29.7,1.38,1.21,53.3,1.72,0.69,2.41,1.38,0,0.69,0,1.9,2.24,0
Nicolás González,ESP,MF,Valencia,21,13,595,0.15,0,1,0,0,0,0.15,63.5,56.8,1.52,1.36,52.6,1.67,0.76,1.06,2.12,0.15,1.36,0.3,0.76,0.15,0
Roberto González,ESP,FWMF,Betis,22,2,54,1.67,0,0,0,0,0,0,48.3,41.7,0,0,0,0,0,0,1.67,0,0,0,6.67,8.33,0
Andoni Gorosabel,ESP,DF,Real Sociedad,26,13,738,0.24,0,0,0,0,0,0,57.1,48.5,0.61,1.71,26.3,2.32,0.85,0.85,0.85,0,0.73,0,0.85,2.07,0
José Gragera,ESP,MF,Espanyol,22,1,31,0,0,0,0,0,0,0,46.7,36.7,3.33,6.67,33.3,6.67,3.33,6.67,3.33,0,0,0,3.33,0,0
Ivo Grbi?,CRO,GK,Atlético Madrid,27,4,208,0.43,0,0,0,0,0,0,37.8,17.8,0.43,0,100,0,0,1.3,0,0,0,0,0.43,0,0
Clément Grenier,FRA,MF,Mallorca,32,14,598,1.06,0,0,0,0,0,0,43.6,31.8,0.45,1.06,30,2.58,1.21,1.06,2.88,0,0.45,0.3,1.97,3.79,0
Antoine Griezmann,FRA,FWMF,Atlético Madrid,31,20,1266,0,0,6,0,0,0.43,0,49.3,36.9,0.92,1.13,44.8,1.63,1.13,0.5,0.85,0,3.55,1.49,1.49,5.82,0
Andrés Guardado,MEX,MFFW,Betis,36,14,691,0.52,0,1,0,0,0,0,51.8,42.5,0.91,2.08,30.4,2.47,1.43,1.69,1.3,0,0.39,0.26,0.65,0.91,0
Sergi Guardiola,ESP,FW,Valladolid,31,14,502,0.18,0,0,0,0,0,0,20.9,13.2,1.61,2.5,39.1,2.14,1.25,1.25,2.5,0,1.96,0.54,1.61,0.54,0
Sergi Guardiola,ESP,FW,Cádiz,31,2,96,0,0,1,0,0,0,0,29.1,24.5,0.91,0.91,50,0.91,0.91,0.91,0.91,0,5.45,1.82,0.91,0.91,0
Nemanja Gudelj,SRB,DFMF,Sevilla,31,19,1604,0.28,0,2,0,0,0,0,55.1,51.1,1.46,0.62,70.3,1.29,1.07,3.88,0.67,0,1.29,0.34,0.79,0,0
Ander Guevara,ESP,MF,Real Sociedad,25,5,135,0.67,0,0,0,0,0,0,80,72,1.33,1.33,50,1.33,0,1.33,1.33,0,0.67,0,2,0,0
Pape Gueye,SEN,MF,Sevilla,24,2,172,0,0,0,0,0,0.53,0,37.9,31.6,1.05,1.05,50,3.16,3.16,0.53,2.11,0,2.11,0,4.74,0.53,0
Hugo Guillamón,ESP,MF,Valencia,23,17,1140,0.39,0,1,0.08,0.08,0.31,0.08,59.1,49.1,1.02,0.94,52,1.02,0.39,0.94,1.97,0.08,0.16,0.08,2.2,1.97,0
Gerard Gumbau,ESP,MF,Elche,28,18,1261,0.43,0,0,0,0,0.21,0,45.2,33.9,0.71,0.86,45.5,1.71,1,1.57,2,0,1,0.21,0.64,4.64,0
Gorka Guruzeta,ESP,FWMF,Athletic Club,26,14,525,0.17,0,5,0,0,0,0,22.9,17.1,1.72,2.76,38.5,1.38,1.38,0.34,2.07,0,3.97,1.72,0.69,0.17,0
Raúl Guti,ESP,MF,Elche,26,15,763,0.12,0,0,0,0,0,0,30,24.7,0.35,0.35,50,1.65,0.94,0.35,0.82,0,0.94,0.47,1.88,0.47,0
Miguel Gutiérrez,ESP,DF,Girona,21,20,1528,0.29,0,0,0,0,0.12,0,49.9,39.8,0.29,0.47,38.5,1.29,0.71,1.35,0.94,0,0.65,0.06,0.76,3.76,0
Munir El Haddadi,MAR,MFFW,Getafe,27,12,313,0.86,0,1,0,0,0,0,36.6,25.7,2,1.14,63.6,1.14,0.57,0,2.57,0,2.57,0.29,4.86,2.29,0
Eden Hazard,BEL,FW,Real Madrid,32,3,99,0,0,0,0,0.91,0,0,62.7,56.4,0,0,0,0,0,0,0,0,0.91,0,2.73,0,0
Luiz Henrique,BRA,FW,Betis,22,19,1160,0.31,0,1,0,0,0.08,0,24.4,18.1,1.24,2.25,35.6,2.33,1.71,0.54,0.85,0,2.33,0.85,1.94,1.09,0
Mario Hermoso,ESP,DF,Atlético Madrid,27,8,532,0.85,0.34,2,0,0,0,0,60.3,51.9,2.37,1.36,63.6,0.34,0.17,4.41,1.36,0,1.19,0.68,0.51,0,0
Aridane Hernández,EQG,DF,Osasuna,33,7,504,0,0,0,0,0,0,0,46.8,40.5,1.25,0.89,58.3,0.89,0.36,4.11,0.71,0,0,0,0.89,0,0
Luis Hernández,ESP,DF,Cádiz,33,19,1709,0.26,0.05,0,0,0,0,0,43,31.7,1.05,0.63,62.5,0.84,0.53,4.26,0.53,0,0.26,0.05,0.21,0.32,0
Mario Hernández,ESP,FW,Rayo Vallecano,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Ander Herrera,ESP,MF,Athletic Club,33,8,307,0.88,0.29,0,0,0,0.29,0,57.9,50,0.59,0.29,66.7,1.76,1.18,1.47,3.24,0,1.18,0.29,1.18,0.29,0
Sergio Herrera,ESP,GK,Osasuna,29,10,900,0.3,0,0,0,0,0,0,35.8,21.9,0.2,0.1,66.7,0,0,0.5,0.1,0.1,0,0,0.1,0,0
Yangel Herrera,VEN,MFFW,Girona,25,16,776,0.23,0,2,0,0,0.23,0,37.7,29.3,1.98,2.91,40.5,2.56,0.93,0.93,3.37,0,2.21,0.93,2.09,1.86,0
Omar El Hilali,MAR,DFMF,Espanyol,19,5,92,1,0,0,0,0,0,0,35,21,2,1,66.7,3,2,6,0,0,0,0,2,2,0
Martin Hongla,CMR,DF,Valladolid,24,1,83,1.11,0,0,0,0,0,0,41.1,26.7,1.11,1.11,50,0,0,0,2.22,0,0,0,0,1.11,0
Pablo Ibáñez,ESP,MF,Osasuna,24,8,185,0,0,0,0,0,0,0,39.5,26.2,2.38,1.43,62.5,3.33,0.95,2.38,2.38,0,1.43,0.95,0.48,0.48,0
Iglesias,ESP,DF,Getafe,24,18,1350,0.2,0,1,0,0,0,0,41.7,25.9,0.53,0.47,53.3,2.67,1.4,3.67,1.93,0,0.87,0.33,0.87,3.87,0
Borja Iglesias,ESP,FW,Betis,30,20,1480,0,0.06,9,0.24,0.24,0.18,0,19.2,14.2,0.85,1.34,38.9,0.49,0.24,0.67,1.77,0,2.38,0.85,2.2,0,0
Asier Illarramendi,ESP,MF,Real Sociedad,32,12,503,0.54,0,1,0,0,0,0,51.1,43.6,0.71,0.89,44.4,3.21,1.43,2.14,2.14,0,1.43,0.54,1.61,0.36,0
Alexander Isak,SWE,FW,Real Sociedad,23,2,152,0,0,1,0,0,0,0,17.6,10,0,0,0,0.59,0.59,1.18,0.59,0,1.76,0.59,0,1.18,0
Isco,ESP,MFFW,Sevilla,30,12,799,0.56,0,0,0,0,0.22,0,46.9,38.9,0.56,1.57,26.3,1.69,1.01,0.34,1.24,0,0.45,0.11,3.82,2.02,0
Nicolas Jackson,SEN,FW,Villarreal,21,14,791,0.11,0,2,0,0,0.23,0,16.5,11.8,0.57,1.82,23.8,0.8,0.68,0.34,2.27,0,1.82,0.8,1.25,0.45,0
Adnan Januzaj,BEL,FW,Sevilla,28,2,47,0,0,0,0,0,0,0,48,30,0,0,0,0,0,0,2,0,0,0,4,2,0
Javi,ESP,DF,Girona,24,10,365,0.24,0,0,0,0,0.24,0,62.4,52.2,0.98,0.24,80,1.22,0.73,2.2,0.49,0,0.98,0,1.95,1.71,0
Luis Javier Suárez,COL,FW,Almería,25,6,323,0,0,2,0,0,0,0,30.8,21.9,2.78,3.89,41.7,1.39,0.56,0,2.5,0,2.78,1.39,1.11,1.11,0
Joaquín,ESP,MFFW,Betis,41,8,212,0.83,0,0,0,0,0.42,0,60.4,49.2,0,0.83,0,0.42,0.42,0.83,0,0,1.67,0.42,2.5,7.92,0
Frenkie de Jong,NED,MF,Barcelona,25,18,1308,0,0,2,0,0,0.07,0,76.6,68.7,0.62,0.55,52.9,1.86,0.97,0.83,0.9,0,0.9,0.55,1.03,0.76,0
Joan Jordán,ESP,MF,Sevilla,28,17,1172,0.38,0,0,0,0,0.08,0,64.3,56.4,0.54,0.54,50,2,1.08,0.62,1.54,0,0.77,0.23,0.85,0.38,0
Filip Jörgensen,DEN,GK,Villarreal,20,1,90,0,0,0,0,0,0,0,35,29,0,0,0,0,0,0,0,0,0,0,0,0,0
Josan,ESP,DFMF,Elche,33,13,419,0.64,0,1,0,0,0,0,33.2,24.3,0.64,0.64,50,1.28,1.06,1.28,1.28,0.21,0.64,0.43,1.28,3.62,0
Willian José,BRA,FW,Betis,31,15,347,0,0,0,0,0,0,0,37.9,30.8,1.79,1.79,50,1.28,0.77,1.54,0.51,0,2.31,0.51,0.26,0.77,0
Joselu,ESP,FW,Espanyol,32,19,1710,0.05,0,11,0.16,0.16,0.11,0,24.3,14.7,5.84,3.47,62.7,0.16,0.05,1.58,0.63,0,2.42,1,2.53,0.47,0.11
Juanmi,ESP,FW,Betis,29,10,548,0.49,0,3,0,0,0,0,26.4,22.6,0.82,1.8,31.3,1.31,1.15,0.33,1.31,0,1.48,0.82,2.46,0,0
Juanpe,ESP,DF,Girona,31,9,705,0.38,0,0,0,0,0,0,57.6,49.4,1.41,0.64,68.8,0.9,0.51,3.59,0.77,0.13,0.26,0,0.13,0.13,0
Lago Junior,CIV,FWMF,Mallorca,32,5,52,0,0,0,0,0,0,0,30,20,6.67,1.67,80,1.67,0,0,5,0,3.33,1.67,1.67,3.33,0
Vinicius Júnior,BRA,FW,Real Madrid,22,20,1756,0.26,0,7,0,0,0.15,0,35.7,27.7,0,0.26,0,1.33,0.87,0.05,1.85,0,2.51,1.23,4.05,1.95,0.05
Tino Kadewere,ZIM,MFFW,Mallorca,27,5,131,0,0,0,0,0,0,0,22,12.7,6,2,75,1.33,0,0,1.33,0,5.33,2,0.67,1.33,0
Kaiky,BRA,DF,Almería,19,8,484,0.93,0,0,0,0,0,0,32,25.9,0.93,1.3,41.7,0.93,0.93,3.7,1.3,0.19,0.19,0,0.56,0.19,0
Lee Kangin,KOR,MFFW,Mallorca,21,20,1525,0.36,0,2,0,0,0.18,0,31.9,22,0.24,1.83,11.4,1.24,0.77,0.12,1.54,0,1.42,0.47,1.66,5.8,0
Jon Karrikaburu,ESP,FW,Real Sociedad,20,6,93,1,0,0,0,0,0,0,18,11,4,4,50,1,0,0,3,0,5,1,4,1,0
Kenedy,BRA,FWMF,Valladolid,27,4,83,1.11,0,0,0,0,0,0,27.8,16.7,1.11,0,100,0,0,0,3.33,0,1.11,0,0,2.22,0
Franck Kessié,CIV,MF,Barcelona,26,12,365,0.73,0,0,0,0,0.24,0,41.5,35.9,0.24,0.49,33.3,1.46,0.73,0.49,2.44,0,1.71,0.24,1.71,0.24,0
Kike,ESP,FW,Osasuna,33,20,552,0.49,0,2,0.16,0.16,0,0,19.7,13.9,4.43,5.57,44.3,0.33,0.33,0.98,2.79,0,3.77,1.15,2.3,0.16,0.33
Justin Kluivert,NED,FWMF,Valencia,23,15,698,0.26,0,3,0,0,0,0,28.7,20.3,0.64,1.28,33.3,1.67,1.28,0.51,1.41,0,2.31,1.03,1.28,3.72,0.13
Koke,ESP,MF,Atlético Madrid,31,16,1121,0.24,0,0,0,0,0.16,0,62.2,52.6,0.64,0.64,50,2.16,1.44,0.72,0.96,0,0.48,0,1.52,1.2,0
Luca Koleosho,CAN,FWDF,Espanyol,18,2,25,0,0,0,0,0,0,0,40,23.3,0,0,0,0,0,0,0,0,0,0,0,3.33,0
Geoffrey Kondogbia,CTA,MF,Atlético Madrid,29,16,962,0.37,0,0,0,0,0.19,0,55.4,49.4,1.12,0.84,57.1,3.36,1.87,1.03,1.4,0,1.03,0,1.68,0,0
Jules Koundé,FRA,DF,Barcelona,24,13,1031,0,0,0,0,0,0.17,0.09,79.7,71.2,1.3,0.78,62.5,1.3,0.87,1.39,0.96,0,0.52,0,0.43,1.04,0
Toni Kroos,GER,MF,Real Madrid,33,17,1219,0.15,0.07,2,0,0,0.15,0,101.9,92.6,0.37,0.3,55.6,2.07,1.33,0.37,1.11,0,1.26,0.44,1.48,5.78,0
Takefusa Kubo,JPN,FWMF,Real Sociedad,21,17,1248,0.14,0,3,0,0,0.14,0,31.2,22.7,0.79,1.01,44,1.73,0.94,0.07,1.44,0,2.52,1.22,1.51,2.23,0.07
César de la Hoz,ESP,MF,Almería,30,11,853,0.42,0,1,0,0,0,0,30.8,25.2,1.05,1.37,43.5,2,1.26,1.47,1.58,0.11,0.42,0.11,0.53,0.11,0
Luca de la Torre,USA,MF,Celta Vigo,24,11,350,0.26,0,0,0,0,0.51,0,40.3,33.8,0,2.56,0,2.82,1.54,0.26,2.31,0,0.77,0.26,0.77,1.03,0
Érik Lamela,ARG,FWMF,Sevilla,30,18,1217,0.52,0.07,3,0,0,0,0,39.4,30.3,0.59,1.56,27.6,1.85,0.96,0,3.56,0,2.15,1.04,1.11,1.56,0
Cyle Larin,CAN,FW,Valladolid,27,2,47,2,0,2,0,0,0,0,18,16,4,4,50,0,0,0,2,0,6,4,4,0,0
Latasa,ESP,FWDF,Getafe,21,10,106,0,0,0,0,0,0,0,28.3,16.7,12.5,10.8,53.6,1.67,0.83,3.33,2.5,0,6.67,2.5,3.33,0,0
Toni Lato,ESP,MFDF,Valencia,25,14,545,0,0,1,0,0,0,0,47.5,39.5,0.33,1.64,16.7,1.8,0.66,1.48,0.49,0,1.15,0.16,0.82,3.11,0
Lázaro,BRA,MFFW,Almería,20,9,255,0,0,1,0,0,0,0,34.6,26.8,0,1.07,0,0,0,0.36,0.36,0,1.07,0.36,1.79,2.5,0
Robin Le Normand,FRA,DF,Real Sociedad,26,17,1356,0.26,0,0,0,0,0,0,52.5,47.3,2.78,1.06,72.4,1.26,0.73,3.31,1.19,0,0.2,0.07,1.06,0,0
Benjamin Lecomte,FRA,GK,Espanyol,31,10,899,0.1,0.1,0,0,0,0,0.1,27.5,17.9,0,0,0,0,0,0.3,0.1,0,0,0,0,0,0
Jeremías Ledesma,ARG,GK,Cádiz,29,21,1890,0,0,0,0,0,0,0,33.4,17,0.19,0,100,0.1,0.05,0.62,0.05,0.05,0,0,0.14,0,0
Florian Lejeune,FRA,DF,Rayo Vallecano,31,18,1488,0.24,0.06,3,0,0,0,0,48.5,38.5,2.12,1.15,64.8,1.09,0.61,4.36,0.67,0.06,1.52,0.67,0.36,0.06,0
Iñigo Lekue,ESP,DF,Athletic Club,29,16,1155,0.08,0,0,0,0,0.08,0,57,44.1,1.25,0.63,66.7,1.48,1.02,2.19,1.09,0,0.7,0.08,0.39,2.81,0
Thomas Lemar,FRA,MF,Atlético Madrid,27,15,662,0,0,0,0,0,0.27,0,59.7,49.9,0.27,0.54,33.3,1.89,0.95,0.81,0.54,0,0.81,0.41,0.95,3.92,0
Sergio León,ESP,FW,Valladolid,34,17,913,0,0.1,5,0.1,0.2,0.1,0,12.6,8.42,1.39,2.57,35,0.4,0.3,0.3,0.5,0,1.88,1.29,1.49,0.5,0
Robert Lewandowski,POL,FW,Barcelona,34,17,1334,0.14,0.07,14,0,0.07,0.27,0,25.3,19.3,1.49,1.42,51.2,0.54,0.34,0.27,1.55,0,4.32,2.23,1.42,0.68,0
Pol Lirola,ESP,DF,Elche,25,8,548,0.16,0,1,0,0,0,0,46.9,33.8,1.31,0.98,57.1,1.97,0.98,1.97,0.49,0,0.16,0.16,0.49,4.75,0
Javier Llabrés,ESP,FW,Mallorca,20,1,17,0,0,0,0,0,0,0,20,20,0,5,0,0,0,5,0,0,0,0,0,0,0
Marcos Llorente,ESP,MFDF,Atlético Madrid,28,13,1016,0.09,0,1,0,0,0,0,42,33.3,0.71,1.06,40,1.86,0.97,0.97,1.42,0,1.06,0.18,0.8,2.65,0
Giovani Lo Celso,ARG,MFFW,Villarreal,26,8,521,0.17,0,1,0,0,0,0,46,38.3,0.17,0.34,33.3,3.62,2.93,0.52,1.21,0,2.24,0.52,2.41,0.86,0
David López,ESP,DF,Girona,33,11,932,0.29,0,2,0,0,0.1,0,60.3,54.4,1.92,1.44,57.1,1.44,0.96,3.75,0.87,0,0.77,0.48,0.87,0,0
Diego López,ESP,GK,Rayo Vallecano,41,1,90,0,0,0,0,0,0,0,29,22,0,0,0,0,0,0,0,0,0,0,0,0,0
